Hato	Lote	Grupo	Ubicación	ID	Referencia	Color	Raza	Sexo/ tipo	Padre	Madre gen.	Madre 	Edad	Estado	Nacimiento	Peso nacim.	Destete	Peso destete	kg/d destete	Fecha ultimo peso	Ultimo peso	kg/d dest/últ	kg/d nac./últ.	Entrada	Origen	Peso entrada	Valor entrada	Salida	Destino	Peso salida	Valor salida	kg ganados	$ ganados	kg/d	$/d	Int. entre partos	No. crías	kg.prom. nacim.	kg dest. (vida)	Valor prom. destete	kg/d al destete /IEP	$/d  al destete	Leche lact. (vida)	Leche 305d (vida)	Leche vida vs.hato	Prot. vida vs.hato	Grasa vida vs.hato	Leche /día/IEP	Prot /día	Grasa /día	Costo /día	P	Ult. parto	1er. celo	Ult. celo	Toro programado	1er ser	# ser	Ult. servicio	Toro últ.serv.	Dias serv	Ult. diag. preñez	Ult. resultado	Preñada del toro	Concepción	Días preñez	No. crías	Destete	kg dest.	$ dest.	Secado	Leche lactan.	Leche 305d	Prot. lac. kg	Prot. 305d  kg	Grasa lact. kg	Grasa 305d kg	Lt  Lact. vs.hato	Prot. lac vs hato	Grasa lac. vs hato	Costo eventos	Prot.% prom	Grasa% prom	Lac.% prom	CSS'000 prom	Fecha últ. leche	Ult. leche	%últ. prot.	%últ. grasa	%últ. lacto.	Ult. CCS '000	Próximo parto 	Nombre	Numero	Registro	Id. Electrónica	Nombre largo	Retiro leche hasta	Retiro carne hasta	Cría (este parto)	AM	PM	TOTAL	Fecha inicio lactoinducción	Comentarios	Mes últ. parto	Mes prox. parto	Estado fertilidad	Estado lactancia	Toro últ. parto	Edad 1er. parto	Peso 1er. parto	Inicio servicio	Ult. TE	Donadora	Ult. aborto	No. abo (vida)	Tercio lactancia	Días al pico	Prod. al pico	Leche acumulada	Leche/día acum.	Leche/ día vida	Conc./ día 	Conc. acumulado	Conc./leche actual	Conc./leche acumulado	Días secos (actual)	Prom. días secos	Kg/día 	kg/día desde entrada	Ult. cond. corporal	Cond. corp.	Abuelo materno	Leche lact. madre	Leche 305d madre	Leche vrs. hato 	kg/dia al destete 	kg/día dest (vida)	Reg. leche	Life high SCC	Curr. high SCC	Mast. vida	Mast. act.	Cojera vida	Cojera act.	Prom part -conc.	Vida serv-concep.	Prog. Novillas	Prog. vacas	Prog. machos
RC		R 3		1082                			HO	He:Rp	98	JORGE PRIETO	JORGE PRIETO		PR/Lac		35.0																				396	2	35.0	35.5	$110'000	0.090	$278	4'888	5'584	100%	100%	100%	12.1			$84	 4	6/11/2020170	16/11/2020.10	23/01/2021.78		23/01/2021.78	1	23/01/2021.78	119	92	7/04/2021.152	Cargada	119	23/01/2021.78	92	1	7/11/2020.....1			2/09/2021.300	7'671	7'671					124%	100%	100%	$15'000					15/04/2021160	24.6					1/11/2021.360	8616-8	1082						H-1082-4(He:Rp)						2020/11 (noviembre)	2021/11 (noviembre)	PR	Lac	80			26/10/2021				1	2 101-200	54	32.4	4'521	28.3	18.8	10.0	1'418	0.407	0.314		120											57	0	0	0	0	0	0	115	2.0			
RC		R 3		1085                			HO	He:Rp	58	8021	8021	11a0m	Ser/Lac	17/04/2010	35.0	18/04/2010...1	35.6	0.632	17/02/2011306	224.0	0.618	0.618							500.0		500.0		0.125		356	7	35.0	35.4	$100'000	0.100	$281	7'577	7'599	125%	100%	100%	20.0			$87	 8	26/02/2020424	14/04/2020.48	10/04/2021409		2/05/2020...66	7	10/04/2021409	80	15	16/12/2020294	Cargada				1	27/02/2020...1	35.5			10'803	9'215					138%	100%	100%	$68'000					15/04/2021414	10.7						1085	1085		991001000273552				M-1085-8(Ma:Rp)						2020/02 (febrero)		Ser	Lac	1	3a0m	500	14/02/2021			16/03/2021	2	3 >200	54	36.7	10'813	26.1	25.1	0.0	3'116	0.000	0.288		52					98	5'787	5'583	94%			167	1	0	3	0	0	0	84	1.6		2542; 2687	
RC		HOR.1		1090                			HO	He:Rp	98	JORGE PRIETO	JORGE PRIETO		Ca/Horra		35.0																				704	2	35.0	35.5	$58'836	0.050	$84	10'162	6'964	122%	100%	100%	13.5			$112	 2	22/11/2019520	25/12/2019.33	2/01/2021.407		14/01/2020.53	12	23/11/2020367	80	153	18/11/2020362	Negativo	102			1	23/11/2019...1	35.5	$7'673	31/01/2021436	9'138	7'434					117%	100%	100%	$104'056					31/01/2021436	6.4						8615-0	1090						G2774(He:Rp)						2019/11 (noviembre)		Ca	Horra	1			10/11/2020			26/02/2020	1	3 >200	54	34.8	9'138	21.0	19.2	0.0	2'590	0.000	0.283		84											69	0	0	0	0	0	0	417	12.0			
RC		R 3		1092                			HO	He:Rp	98	JORGE PRIETO	JORGE PRIETO		Nc/Lac		35.0																				400	2	35.0	35.5	$101'010	0.089	$253	6'465	6'128	98%	100%	100%				$182'614	 6	17/03/202139					0									1	18/03/2021...1				5'457	5'457					80%	100%	100%						15/04/2021.29	19.6						1092	1092						M-1092-6(Ma:Rp)						2021/03 (marzo)		Nc	Lac	112			6/03/2022					1 0-100	29	19.6	505	17.4	21.5	5.0	75	0.255	0.149		100											61	0	0	0	0	0	0	152	3.3			
RC		R 1		1098                			HO	He:Rp	98	JORGE PRIETO	JORGE PRIETO		PR/Lac		35.0																				514	2	35.0	35.7		0.069		5'409	4'993	89%	100%	100%				$246'124	 5	1/08/2020267	3/10/2020...63	19/03/2021230		3/10/2020...63	7	19/03/2021230	80	37	21/04/2021263	Positivo	80	19/03/2021230	37	1	2/08/2020.....1	36.1			8'292	5'877					94%	100%	100%	$144'500					15/04/2021257	15.0					26/12/2021512	1545-3	1098						MG1647(Ma:Rp)						2020/08 (agosto)	2021/12 (diciembre)	PR	Lac	80			21/07/2021				1	3 >200	45	25.9	5'202	20.2	15.4	5.0	1'529	0.333	0.294		124											63	0	0	0	0	0	0	231	5.3	31		
RC		R 1		1099                			HO	He:Rp	98		MED EVERARDO	13a10m	PR/Lac	12/06/2007	35.0	13/06/2007...1	35.5	0.500											500.0		500.0		0.108		395	9	35.0	35.5	$102'000	0.090	$258	5'893	5'779	96%	100%	100%	14.9			$68	 9	9/06/2020320	8/08/2020...60	3/02/2021.239		8/08/2020...60	4	3/02/2021.239	112	81	21/04/2021316	Cargada	112	3/02/2021.239	81	1	10/06/2020...1			13/09/2021461	7'392	5'881					93%	100%	100%	$30'000					15/04/2021310	10.7					12/11/2021521	1099	1099		900113000056814				M-1099-9(Ma:Rp)						2020/06 (junio)	2021/11 (noviembre)	PR	Lac	101	4a8m	500	29/05/2021					3 >200	36	25.5	5'958	19.2	19.5	0.0	1'626	0.000	0.273		77											181	0	0	0	0	0	0	113	1.8			
RC		R 3		1145                			HO	He:Rp	53	7167	7167	10a10m	Nc/Lac	8/06/2010	35.0	9/06/2010.....1	35.7	0.685	24/03/2011289	233.0	0.685	0.685							500.0		500.0		0.129		493	6	35.0	35.5	$100'000	0.072	$203	11'267	9'527	154%	100%	100%	20.4			$74	 7	7/04/202118					0									1	8/04/2021.....1	35.5			11'109	11'109					175%	100%	100%						15/04/2021...8	35.2						1145	1145	MB	991001000273557				G1950(He:Rp)						2021/04 (abril)		Nc	Lac	80	2a8m	500	27/03/2022					1 0-100	8	35.2	0	0.0	27.0	10.0	80	0.284			77					47	7'298	6'246	106%			166	1	0	2	0	0	0	210	4.7	G1950	2701	
RC		R 3		1148                			HO	He:Rp	45	7114	7114	10a10m	Ser/Lac	13/06/2010	35.0	14/06/2010...1	35.5	0.462	24/03/2011284	220.0	0.652	0.651							500.0		500.0		0.127		489	6	35.0	35.5	$100'000	0.073	$204	8'674	7'339	124%	100%	100%	17.0			$54	 6	21/12/2019491	22/02/2020.63	6/04/2021.472		22/02/2020.63	14	6/04/2021.472	80	19	10/03/2021445	Negativo				1	22/12/2019...1				11'119	8'234					131%	100%	100%	$71'519					15/04/2021481	11.7						1148	1148		991001000273897				M-1148-6(Ma:Ceb)						2019/12 (diciembre)		Ser	Lac		2a9m	500	9/12/2020			21/10/2020	2	3 >200	41	34.7	11'131	23.1	22.6	1.0	3'533	0.085	0.317		103					44	3'922	3'922	126%			159	0	0	1	0	0	0	194	4.2			
RC		R 3		1174                			HO	He:Rp	98		MED LUIS MAYA SAN JO	11a10m	Ser/Lac	5/06/2009	35.0	6/06/2009.....1	35.5	0.500											500.0		500.0		0.116		355	10	35.0	35.5	$100'000	0.100	$282	5'500	5'365	93%	100%	100%	14.4			$86	10	9/01/2021106	6/03/2021...56	10/04/2021.91		6/03/2021...56	2	10/04/2021.91	119	15	7/04/2021...88	Negativo  				1	10/01/2021...1	35.5			4'697	4'697					84%	100%	100%	$30'000					15/04/2021.96	15.5						1174	1174		991001000274105				M-1174-10(Ma:Rp)						2021/01 (enero)		Ser	Lac	1	2a10m	500	29/12/2021					2 101-200	51	22.5	1'842	19.2	19.2	5.0	566	0.323	0.307		68											180	1	0	1	0	0	0	73	1.3	66	1735; 2094	
RC		HOR.1		1184                			HO	He:Rp	53	4231	4231	10a9m	PR/Horra	8/07/2010	35.0	9/07/2010.....1	35.4	0.357	24/03/2011259	212.0	0.685	0.683							500.0		500.0		0.144		376	8	35.6	36.1	$86'749	0.096	$231	8'292	7'987	130%	100%	100%	22.0			$94	 8	4/04/2020386	21/05/2020.47	11/09/2020160		30/05/2020.56	4	11/09/2020160	102	226	18/11/2020228	Cargada He	102	11/09/2020160	226	1	5/04/2020.....1	40.3		15/04/2021376	9'645	8'542					131%	100%	100%	$44'000					15/04/2021376	5.6					20/06/2021442	1184	1184		991001000273564				321(He:Rp)						2020/04 (abril)	2021/06 (junio)	PR	Horra	17	2a8m	500	24/03/2021			12/08/2020	1	3 >200	56	33.1	9'645	25.7	26.1	0.0	3'038	0.000	0.315	66	58					98	6'124	5'919	107%			170	0	0	4	0	0	0	96	1.9	321	2349	
RC		R 3		1186                			HO	He:Rp	58	616	616	10a9m	Ser/Lac	23/07/2010	35.0	24/07/2010...1	35.4	0.394	24/03/2011244	189.0	0.632	0.631							500.0		500.0		0.128		460	7	35.0	35.6	$78'264	0.077	$170	10'602	8'859	146%	100%	100%	21.5			$99	 7	12/11/2020164	23/01/2021.72	17/04/2021156		23/01/2021.72	3	17/04/2021156	2	8	7/04/2021.146	Negativo O				1	13/11/2020...1	35.7			9'334	9'334					150%	100%	100%	$77'000					15/04/2021154	30.3						1186	1186	B					G2366(He:Rp)						2020/11 (noviembre)		Ser	Lac	1	2a8m	500	1/11/2021					2 101-200	48	39.3	5'208	33.8	27.4	10.0	1'350	0.330	0.259		68					LEE	5'763	5'712	106%			164	0	0	0	0	0	0	173	3.3	G2366	2157	
ISLA		JCAL		1196                			HO	He:Rp	59	4209	4209	10a8m	Ser/Lac	5/08/2010	35.0	6/08/2010.....1	35.8	0.850	24/03/2011231	184.0	0.644	0.645							500.0		500.0		0.129		450	6	35.0	35.5	$100'000	0.079	$222	6'845	6'216	101%	100%	100%	13.9			$104	 7	20/10/2020187	15/12/2020.56	27/03/2021158		15/12/2020.56	5	27/03/2021158	103	29							21/10/2020...1				4'770	4'770					71%	100%	100%	$40'000					15/04/2021177	17.0						1196	1196		991001000273899										2020/10 (octubre)		Ser	Lac		2a9m	500	9/10/2021					2 101-200	146	18.5	2'781	15.7	20.6	5.0	851	0.294	0.306		125					98	4'827	4'801	83%			139	0	0	5	0	0	0	166	2.9			
ISLA		JCAL		1215                			HO	He:Rp			GABRIEL QUINTANA	11a4m	PR/Lac	4/12/2009	35.0	5/12/2009.....1	35.5	0.500											500.0		500.0		0.121		405	5	35.0	35.8	$106'667	0.088	$263	5'515	5'240	93%	100%	100%	12.4			$58	 8	9/03/2020412	6/05/2020...58	12/01/2021309		6/05/2020...58	7	12/01/2021309	103	103	7/04/2021.394	Cargada	103	12/01/2021309	103	1	10/03/2020...1	35.5		22/08/2021531	8'743	5'747					94%	100%	100%	$88'000					15/04/2021402	13.4					21/10/2021591	1215	1215		900113000057043				M-1215-8(Ma:Rp)						2020/03 (marzo)	2021/10 (octubre)	PR	Lac	18	3a0m	500	26/02/2021			21/10/2020	1	3 >200	113	25.5	7'184	17.9	18.3	3.0	2'100	0.224	0.292		84											116	0	0	11	0	1	0	120	2.2			
RC		R 1		1242                				He:Rp	58	51033	51033	10a6m	Ser/Lac	1/10/2010	35.0	2/10/2010.....1	35.4	0.385	24/03/2011174	152.0	0.674	0.672							500.0		500.0		0.144		440	7	35.0	35.4	$105'000	0.081	$239	9'408	8'268	132%	100%	100%	19.9			$193	 7	12/08/2020256	25/09/2020.44	19/04/2021250		17/10/2020.66	7	19/04/2021250	80	6	10/02/2021182	Dudoso				1	13/08/2020...1	35.5			7'666	7'666					122%	100%	100%	$83'500					15/04/2021246	19.5						1242	1242		900113000056633				G2384(He:Rp)						2020/08 (agosto)		Ser	Lac	80	2a7m	500	1/08/2021					3 >200	49	35.8	6'585	26.8	25.6	7.0	1'878	0.359	0.285		70					35	6'963	6'442	120%			162	1	0	3	0	0	0	153	2.9		2226; 2484	
ISLA		HO.JU		1264                			HO	He:Rp	58	7106	7106	10a5m	PR/Horra	27/10/2010	35.0	28/10/2010...1	35.4	0.429	14/08/2012657	324.0	0.440	0.440							500.0		500.0		0.132		415	7	35.0	35.4	$75'556	0.085	$182	7'396	6'807	112%	100%	100%	17.8			$66	 7	18/04/2020372	23/04/2020...5	8/08/2020.112		8/08/2020.112	1	8/08/2020.112	112	260	7/10/2020.172	Cargada Ma	112	8/08/2020.112	260	1	19/04/2020...1	34.9		28/02/2021316	5'321	5'158					81%	100%	100%						1/03/2021.317	10.1					17/05/2021394	1264	1264		900113000056824				334(He:Rp)						2020/04 (abril)	2021/05 (mayo)	PR	Horra	29	2a7m	500	7/04/2021					3 >200	42	24.7	5'321	16.8	21.8	0.0	1'658	0.000	0.312	78	76					43	4'688	4'688	107%			156	0	0	7	1	1	0	128	1.9	334	243J; 2164	
RC		R 1		1271                			HO	He:Rp	61	2454	2454	10a5m	Ser/Lac	29/10/2010	35.0	30/10/2010...1	35.5	0.500	24/03/2011146	161.0	0.866	0.863							500.0		500.0		0.131		356	8	36.2	36.9	$75'687	0.104	$213	6'159	6'104	105%	100%	100%	15.9			$134	 8	5/06/2020324	14/07/2020.39	3/04/2021.302		2/08/2020...58	9	3/04/2021.302	80	22	10/03/2021278	Negativo				1	6/06/2020.....1	45.0			5'827	5'751					89%	100%	100%	$91'500					15/04/2021314	7.4						1271	1271		991001000274006				361(He:Rp)						2020/06 (junio)		Ser	Lac	27	2a9m	500	25/05/2021				1	3 >200	51	32.7	5'834	18.6	21.6	0.0	1'617	0.000	0.277		77					98	4'000	4'000	74%			151	1	0	1	0	0	0	73	1.4		2708	
RC		HOR.1		1311                			HO	He:Rp	45	50805	50805	10a3m	PR/Horra	27/12/2010	35.0	28/12/2010...1	35.7	0.706	3/11/20172503	651.0	0.246	0.246							500.0		500.0		0.155		398	7	35.0	35.4	$84'275	0.089	$212	4'907	4'847	85%	100%	100%	12.3			$86	 7	24/02/2020426	16/05/2020.82	11/07/2020138		16/05/2020.82	3	11/07/2020138	102	288	9/09/2020.198	Cargada He	102	11/07/2020138	288	1	25/02/2020...1	35.1		15/10/2020234	2'709	2'709					53%	100%	100%	$24'000					15/10/2020234	7.8					19/04/2021420	1311	1311	B	900113000056762				304(He:Rp)						2020/02 (febrero)	2021/04 (abril)	PR	Horra	27	2a8m	500	12/02/2021					3 >200	66	15.1	2'709	11.6	17.0	0.0	548	0.000	0.202	186	110						4'171	4'171	82%			134	1	0	1	0	0	0	115	1.8	304	247J	
ISLA		JCAL		1315                			HO	He:Rp	63	2478	2478	10a3m	Nc/Lac	3/01/2011	35.0	4/01/2011.....1	35.3	0.300	24/03/2011.80	88.0	0.667	0.663							500.0		500.0		0.141		568	5	35.0	35.5	$105'000	0.063	$185	9'716	6'470	110%	100%	100%	15.1			$37	 6	3/04/202122					0										4/04/2021.....1				3'811	3'811					60%	100%	100%						15/04/2021.12	12.6						1315	1315		900113000056828										2021/04 (abril)		Nc	Lac		2a5m	486	23/03/2022				4	1 0-100	12	12.6	0	0.0	20.6	5.0	60	0.397			99					98	5'611	5'496	99%			153	0	0	1	0	0	0	284	4.3			
RC		R 3		1318                			HO	He:Rp			GABRIEL QUINTANA	10a6m	Ser/Lac	11/10/2010	35.0	12/10/2010...1	35.5	0.500											500.0		500.0		0.143		371	6	35.0	36.1	$71'031	0.097	$191	5'076	5'199	88%	100%	100%	13.2			$83	 8	18/08/2020250	29/09/2020.42	25/03/2021219		17/10/2020.60	6	25/03/2021219	80	31	10/03/2021204	Negativo				1	19/08/2020...1				6'630	6'630					108%	100%	100%	$110'000					15/04/2021240	15.7						1318	1318		900113000057049				M-1318-8(Ma:Rp)						2020/08 (agosto)		Ser	Lac	26	2a9m	500	7/08/2021			10/03/2021	1	3 >200	58	30.0	5'671	23.6	18.3	5.0	1'793	0.318	0.316		83											110	0	0	0	0	1	0	103	1.8			
RC		HOR.1		1325                			HO	He:Rp			GABRIEL QUINTANA	10a5m	Palp-/Horra	27/10/2010	35.0	28/10/2010...1	35.5	0.500											500.0		500.0		0.150		414	5	35.0	36.0	$110'000	0.087	$266	6'294	5'716	94%	100%	100%	13.8			$69	 7	14/02/2020436	3/04/2020...49	31/12/2020321		3/04/2020...49	8	7/12/2020.297	80	139	13/01/2021334	Negativo				1	15/02/2020...1	35.2		31/01/2021352	6'405	5'927					91%	100%	100%	$61'900					31/01/2021352	7.7						1325	1325		900113000083870				299(He:Rp)						2020/02 (febrero)		Palp-	Horra	27	2a5m	491	2/02/2021			21/10/2020	2	3 >200	66	29.2	6'405	18.2	18.3	0.0	1'650	0.000	0.258		72											112	0	0	1	0	0	0	132	1.9	122; 299		
RC		R 3		1350                			HO	He:Rp			GABRIEL QUINTANA	10a3m	Ser/Lac	10/01/2011	35.0	11/01/2011...1	35.5	0.500											500.0		500.0		0.134		382	6	35.0	36.5	$110'000	0.096	$288	5'784	6'052	100%	100%	100%	14.9			$46	 8	7/09/2020230	26/10/2020.49	30/03/2021204		14/11/2020.68	5	30/03/2021204	80	26	10/02/2021156	Negativo O				1	8/09/2020.....1				8'699	8'699					140%	100%	100%	$39'000					15/04/2021220	23.8						1350	1350		900113000083843				M-1350-8(Ma:Rp)						2020/09 (septiembre)		Ser	Lac	1	2a4m	464	27/08/2021					3 >200	38	38.2	6'809	31.0	20.4	7.0	2'082	0.294	0.306		82											111	0	0	0	0	0	0	133	2.1			
ISLA		JCAL		1374                				He:Rp	62	8212	8212	10a0m	Nc/Lac	24/04/2011	35.0	25/04/2011...1	35.6	0.604	1/11/2011.191	185.0	0.786	0.785							500.0		500.0		0.141		376	9	39.4	35.5	$50'000	0.094	$133	5'954	5'898	97%	100%	100%	13.9			$22	 8	31/03/202125					0									1	1/04/2021.....1	35.5			6'927	6'927					109%	100%	100%						15/04/2021.15	23.4						1374	1374		900113000056830				G281(He:Rp)						2021/03 (marzo)		Nc	Lac	103	2a8m	500	20/03/2022					1 0-100	15	23.4	0	0.0	18.7	7.0	0	0.299			59					48	1'547	1'524	57%			141	0	0	1	0	0	0	93	1.6	291; G281	1930	
RC		R 3		1396                			HO	He:Rp	45	8041	8041	9a11m	PR/Lac	21/05/2011	35.0	22/05/2011...1	35.4	0.449	1/11/2011.164	168.0	0.813	0.811							500.0		500.0		0.151		372	8	36.2	36.5		0.098		5'743	5'757	97%	100%	100%	14.8			$105	 8	31/10/2020176	22/12/2020.52	18/03/2021138		23/01/2021.84	3	18/03/2021138	2	38	21/04/2021172	Positivo	2	18/03/2021138	38	1	1/11/2020.....1	44.8			7'398	5'919					97%	100%	100%	$75'000					15/04/2021166	17.8					25/12/2021420	1396	1396						439(He:Rp)						2020/10 (octubre)	2021/12 (diciembre)	PR	Lac	108	2a5m	484	20/10/2021					2 101-200	45	25.1	3'672	22.1	19.9	5.0	1'102	0.281	0.300		74					98	3'964	3'949	73%			144	0	0	0	0	0	0	93	1.9	207; 439	2794	
RC		R 3		1406                			HO	He:Rp	62	9026	9026	9a10m	PR/Lac	29/05/2011	35.0	30/05/2011...1	35.5	0.459	3/11/20172350	666.0	0.268	0.269							500.0		500.0		0.139		409	7	35.0	35.5	$102'500	0.087	$251	7'134	6'796	110%	100%	100%	17.6			$136	 7	19/03/2020402	16/05/2020.58	30/10/2020225		16/05/2020.58	6	30/10/2020225	102	177	13/01/2021300	Cargada	102	30/10/2020225	177	1	20/03/2020...1	35.5		9/06/2021.447	8'135	6'541					102%	100%	100%	$52'000					15/04/2021392	8.8					8/08/2021.507	1406	1406	B	900113000056637				M-1406-7(Ma:Rp)						2020/03 (marzo)	2021/08 (agosto)	PR	Lac	27	2a4m	466	8/03/2021					3 >200	72	24.8	7'675	19.6	21.5	0.0	2'103	0.000	0.274		66					52	4'679	4'404	85%			156	1	0	1	0	0	0	127	2.8			
RC		R 3		1420                			HO	He:Rp	58	40605	40605	9a10m	Nc/Lac	13/06/2011	35.0	14/06/2011...1	35.2	0.217	14/09/2011.93	65.0	0.324	0.323							500.0		500.0		0.145		382	8	35.0	35.4	$105'278	0.093	$276	6'509	6'831	113%	100%	100%	15.4			$70	 8	5/03/202151					0									1	6/03/2021.....1	35.5	$111'111		9'622	9'622					148%	100%	100%						15/04/2021.41	34.9						1420	1420		900113000056638				M-1420-8(Ma:Rp)						2021/03 (marzo)		Nc	Lac	106	2a4m	474	22/02/2022					1 0-100	41	34.9	1'362	33.2	22.4	10.0	410	0.287	0.301		89					98	2'828	2'828	64%			140	0	0	3	0	0	0	101	2.0			
RC		R 3		1451                			HO	He:Rp	65	553	553	9a9m	PR/Lac	13/07/2011	35.0	14/07/2011...1	34.8	-0.250	19/10/2012464	323.0	0.623	0.621							500.0		500.0		0.155		562	5	35.0	35.5	$102'202	0.063	$182	10'467	7'728	129%	100%	100%	17.1			$71	 5	29/07/2020270	3/10/2020...66	3/10/2020...66		3/10/2020...66	1	3/10/2020...66	116	204	2/12/2020.126	Cargada Ma	116	3/10/2020...66	204	1	30/07/2020...1	35.5	$101'010	13/05/2021288	6'512	6'512					108%	100%	100%	$37'500					15/04/2021260	15.9					12/07/2021348	1451	1451						M-1451-5(Ma:Rp)						2020/07 (julio)	2021/07 (julio)	PR	Lac	29	2a3m	457	18/07/2021				2	3 >200	48	32.1	6'088	23.4	23.2	5.0	1'922	0.314	0.316		164					CHACHA	5'985	5'328	101%			135	0	0	0	0	0	0	280	4.3			
RC		R 1		1475                			HO	He:Rp	45	8010	8010	9a7m	PR/Lac	3/09/2011	35.0	4/09/2011.....1	35.0		3/11/20172253	740.0	0.313	0.313							500.0		500.0		0.165		498	6	35.0	35.5	$110'000	0.071	$221	6'795	6'133	99%	100%	100%	13.8			$82	 6	6/03/2020415	2/05/2020...57	21/03/2021380		2/05/2020...57	10	21/03/2021380	80	35	21/04/2021411	Positivo	80	21/03/2021380	35	1	7/03/2020.....1	35.5			9'711	6'298					96%	100%	100%	$72'000					15/04/2021405	11.5					28/12/2021662	1475	1475	B					M-1475-6(Ma:Rp)						2020/03 (marzo)	2021/12 (diciembre)	PR	Lac	17	2a1m	426	23/02/2021			21/08/2020	1	3 >200	99	26.4	7'363	18.2	18.5	1.0	1'988	0.087	0.270		99					46	7'275	6'355	108%			147	0	0	0	0	0	0	215	4.1			
RC		R 3		1480                			HO	He:Rp	98		YIMMY		Ca/Lac		35.0				3/11/2017	580.0															436	5	35.0	35.5	$77'500	0.081	$178	7'583	6'999	108%	100%	100%				$160'764	 8	27/02/202157	10/04/2021.42	10/04/2021.42			0									1	28/02/2021...1	35.5			7'199	7'199					118%	100%	100%						15/04/2021.47	26.0						MUÑECA	1480		900113000048288				G1878(He:Rp)						2021/02 (febrero)		Ca	Lac	102			16/02/2022					1 0-100	47	26.0	1'224	26.0	21.6	9.0	385	0.346	0.315		83											120	0	0	0	0	0	0	154	2.4	240; G1878	2442	
