Hato,Lote,Grupo,Ubicación,ID,Referencia,Color,Raza,Sexo/ tipo,Padre,Madre gen.,Madre ,Edad,Estado,Nacimiento,Peso nacim.,Destete,Peso destete,kg/d destete,Fecha ultimo peso,Ultimo peso,kg/d dest/últ,kg/d nac./últ.,Entrada,Origen,Peso entrada,Valor entrada,Salida,Destino,Peso salida,Valor salida,kg ganados,$ ganados,kg/d,$/d,Int. entre partos,No. crías,kg.prom. nacim.,kg dest. (vida),Valor prom. destete,kg/d al destete /IEP,$/d  al destete,Leche lact. (vida),Leche 305d (vida),Leche vida vs.hato,Prot. vida vs.hato,Grasa vida vs.hato,Leche /día/IEP,Prot /día,Grasa /día,Costo /día,P,Ult. parto,1er. celo,Ult. celo,Toro programado,1er ser,# ser,Ult. servicio,Toro últ.serv.,Dias serv,Ult. diag. preñez,Ult. resultado,Preñada del toro,Concepción,Días preñez,No. crías.1,Destete.1,kg dest.,$ dest.,Secado,Leche lactan.,Leche 305d,Prot. lac. kg,Prot. 305d  kg,Grasa lact. kg,Grasa 305d kg,Lt  Lact. vs.hato,Prot. lac vs hato,Grasa lac. vs hato,Costo eventos,Prot.% prom,Grasa% prom,Lac.% prom,CSS'000 prom,Fecha últ. leche,Ult. leche,%últ. prot.,%últ. grasa,%últ. lacto.,Ult. CCS '000,Próximo parto ,Nombre,Numero,Registro,Id. Electrónica,Nombre largo,Retiro leche hasta,Retiro carne hasta,Cría (este parto),AM,PM,TOTAL,Fecha inicio lactoinducción,Comentarios,Mes últ. parto,Mes prox. parto,Estado fertilidad,Estado lactancia,Toro últ. parto,Edad 1er. parto,Peso 1er. parto,Inicio servicio,Ult. TE,Donadora,Ult. aborto,No. abo (vida),Tercio lactancia,Días al pico,Prod. al pico,Leche acumulada,Leche/día acum.,Leche/ día vida,Conc./ día ,Conc. acumulado,Conc./leche actual,Conc./leche acumulado,Días secos (actual),Prom. días secos,Kg/día ,kg/día desde entrada,Ult. cond. corporal,Cond. corp.,Abuelo materno,Leche lact. madre,Leche 305d madre,Leche vrs. hato ,kg/dia al destete ,kg/día dest (vida),Reg. leche,Life high SCC,Curr. high SCC,Mast. vida,Mast. act.,Cojera vida,Cojera act.,Prom part -conc.,Vida serv-concep.,Prog. Novillas,Prog. vacas,Prog. machos,Leche vida vs.hato/prom,Leche vida vs.hato_C,Lt Lact. vs.hato/prom,Lt Lact. vs.hato_C,Leche vrs. hato/prom,Leche vrs. hato_C,Hoy,Edad_actual,Leche_prom_mes,Leche_prom_mes_c,DIM,DIM_c,Tercio lactancia (groups),Mast_vida,Mast_activa,Cojera_vida,Cojera_activa,No_crias,Int_entre_partos,label,value
ISLA,,PARAI,,2584                ,,,HO,He:Rp,91,1564,1564,3a1m,PR/Lac,2017-05-07,35.0,2017-05-08,35.5,0.5,2018-11-16,403.0,0.66,0.659,,,,,,,500.0,,500.0,,0.446,,446,1,35.0,35.5,$100.000,,,6972.0,5652.0,112.0,100%,100%,15.6,,,$159,1.0,2019-10-08,2019-12-12,2020-03-20,,2019-12-12,4.0,2020-03-20,106.0,106.0,2020-05-20,Cargada Ma,106.0,2020-03-20,106.0,1.0,2019-10-09,35.5,$100.000,2020-10-28,6972.0,5652.0,,,,,112.0,100%,100%,$40.000,,,,,2020-06-13,18.2,,,,,2020-12-27,2584,2584,,900115000827231.0,,,,M-2584-1(Ma:Rp),,,,,,2019/10 (octubre),2020/12 (diciembre),PR,Lac,10.0,2a5m,477.0,2020-09-26,,,,,3 >200,99.0,22.2,4698.0,18.9,18.9,5.0,1437.0,0.275,0.306,,,,,,,66,5324.0,5324.0,96.0,,,16.0,0.0,0.0,0,0,0,0,164.0,2.5,,,,12,+12% /Prom,12,+12% /Prom,-4,-4% /Prom,2020-10-20,41,114.59,114.59 Lt. Mes,378,378 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,446 Días,PARAI,PARAI
ISLA,,PARAI,,2586                ,,,HO,He:Rp,,2109,2109,3a1m,PR/Lac,2017-05-11,40.0,2017-05-12,40.2,0.231,2018-11-16,385.0,0.623,0.623,,,,,,,500.0,,500.0,,0.44799999999999995,,392,1,35.0,35.4,,,,4742.0,4536.0,95.0,100%,100%,12.1,,,,1.0,2019-09-24,2019-11-30,2020-01-12,,2019-11-30,2.0,2020-01-12,105.0,174.0,2020-03-25,Cargada,105.0,2020-01-12,174.0,1.0,2019-09-25,35.4,,2020-08-21,4742.0,4536.0,,,,,95.0,100%,100%,,,,,,2020-06-13,7.9,,,,,2020-10-20,2586,2586,,900115000827241.0,,,,219(He:Rp),,,,,,2019/09 (septiembre),2020/10 (octubre),PR,Lac,23.0,2a4m,473.0,2020-09-12,,,,,3 >200,80.0,19.8,4226.0,16.1,16.1,0.0,1095.0,0.0,0.259,,,,,,,83,7937.0,5182.0,103.0,,,16.0,0.0,0.0,0,0,0,0,110.0,1.5,219,,,-5,-5% /Prom,-5,-5% /Prom,3,+3% /Prom,2020-10-20,41,103.07,103.07 Lt. Mes,392,392 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,392 Días,PARAI,PARAI
ISLA,,JCAL,,2587                ,ISLA,,HO(75%) x JE(25%),He:Rp,96,260J,260J,3a1m,PR/Lac,2017-05-13,28.0,2017-05-14,28.3,0.292,2018-11-16,367.0,0.615,0.614,,,,,,,500.0,,500.0,,0.449,,338,1,35.0,35.7,,,,3481.0,3481.0,77.0,100%,100%,10.3,,,$108,1.0,2019-12-14,2020-01-23,2020-02-08,,2020-02-08,1.0,2020-02-08,106.0,147.0,2020-04-08,Cargada Ma,106.0,2020-02-08,147.0,1.0,2019-12-15,35.7,,2020-09-17,3481.0,3481.0,,,,,77.0,100%,100%,$20.000,,,,,2020-06-13,11.9,,,,,2020-11-16,2587,2587,,900115000827293.0,,,,259(He:Rp),,,,,,2019/12 (diciembre),2020/11 (noviembre),PR,Lac,,2a7m,500.0,2020-12-02,,,,,3 >200,61.0,15.5,2405.0,13.2,13.2,1.0,354.0,0.084,0.147,,,,,,,81,4711.0,4448.0,84.0,,,11.0,0.0,0.0,0,0,0,0,56.0,2.5,259,,,-23,-23% /Prom,-23,-23% /Prom,-16,-16% /Prom,2020-10-20,41,58.66,58.66 Lt. Mes,311,311 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,338 Días,JCAL,JCAL
ISLA,,HO.JU,,2588                ,ISLA,,HO,He:Rp,88,1910,1910,3a1m,PR/Horra,2017-05-13,41.0,2017-05-14,41.2,0.16699999999999998,2018-11-16,394.0,0.64,0.639,,,,,,,500.0,,500.0,,0.475,,405,0,,,,,,3038.0,3038.0,61.0,100%,100%,7.5,,,$241,1.0,2019-06-04,2019-07-09,2019-10-05,,2019-08-02,3.0,2019-10-05,105.0,273.0,2019-12-18,Cargada,105.0,2019-10-05,273.0,,2019-06-05,,,2020-03-31,3038.0,3038.0,,,,,61.0,100%,100%,$77.900,,,,,2020-03-28,6.6,,,,,2020-07-13,2588,2588,,900115000827217.0,,,,,,,,,,2019/06 (junio),2020/07 (julio),PR,Horra,,2a0m,417.0,2020-05-23,,,,,3 >200,72.0,13.0,3038.0,10.2,10.2,0.0,477.0,0.0,0.157,104.0,104.0,,,,,69,6306.0,6063.0,106.0,,,19.0,0.0,0.0,0,0,0,0,123.0,2.0,,,,-39,-39% /Prom,-39,-39% /Prom,6,+6% /Prom,2020-10-20,41,74.1,74.1 Lt. Mes,504,504 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,405 Días,HO.JU,HO.JU
ISLA,,PARAI,,2589                ,,,HO,He:Rp,90,1829,1829,3a1m,PR/Lac,2017-05-13,35.0,2017-05-14,35.3,0.33299999999999996,2018-11-16,355.0,0.58,0.58,,,,,,,500.0,,500.0,,0.449,,471,1,35.0,35.5,$110.000,,,7373.0,5308.0,107.0,100%,100%,15.7,,,$82,1.0,2019-10-16,2020-04-04,2020-04-22,,2020-04-04,2.0,2020-04-22,112.0,73.0,2020-05-20,Positivo,112.0,2020-04-22,73.0,1.0,2019-10-17,35.5,$110.000,,7373.0,5308.0,,,,,107.0,100%,100%,$20.000,,,,,2020-06-13,15.0,,,,,2021-01-29,2589,2589,,900115000827221.0,,,,M-2589-1(Ma:Rp),,,,,,2019/10 (octubre),2021/01 (enero),PR,Lac,9.0,2a5m,478.0,2020-10-04,,,,,3 >200,28.0,22.7,4410.0,18.3,18.3,5.0,1220.0,0.33299999999999996,0.27699999999999997,,,,,,,74,7669.0,7060.0,123.0,,,15.0,0.0,0.0,0,0,0,0,189.0,2.0,,,,7,+7% /Prom,7,+7% /Prom,23,+23% /Prom,2020-10-20,41,107.56,107.56 Lt. Mes,370,370 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,471 Días,PARAI,PARAI
ISLA,,PARAI,,2590                ,,,HO,He:Rp,91,1721B,1721B,3a1m,PR/Lac,2017-05-15,35.0,2017-05-16,35.4,0.364,2019-01-31,411.0,0.601,0.601,,,,,,,500.0,,500.0,,0.45,,377,1,35.0,35.5,$100.000,,,4940.0,4770.0,96.0,100%,100%,13.1,,,$129,1.0,2019-11-26,2020-01-25,2020-02-29,,2020-01-25,2.0,2020-02-29,106.0,126.0,2020-05-06,Cargada,106.0,2020-02-29,126.0,1.0,2019-11-27,35.5,$100.000,2020-10-08,4940.0,4770.0,,,,,96.0,100%,100%,$26.156,,,,,2020-06-13,15.0,,,,,2020-12-07,2590,2590,,900115000827286.0,,,,M-2590-1(Ma:Rp),,,,,,2019/11 (noviembre),2020/12 (diciembre),PR,Lac,5.0,2a6m,498.0,2020-11-14,,,,,3 >200,79.0,22.9,3310.0,16.5,16.5,5.0,1092.0,0.33299999999999996,0.33,,,,,,,98,3976.0,3617.0,83.0,,,13.0,0.0,0.0,0,0,0,0,95.0,1.5,,,,-4,-4% /Prom,-4,-4% /Prom,-17,-17% /Prom,2020-10-20,41,80.73,80.73 Lt. Mes,329,329 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,377 Días,PARAI,PARAI
ISLA,,PARAI,,2592                ,ISLA,,HO,He:Rp,96,2098,2098,3a1m,PR/Lac,2017-05-18,35.0,2017-05-19,35.1,0.053,2018-11-16,409.0,0.685,0.684,,,,,,,500.0,,500.0,,0.451,,405,1,35.0,35.4,,,,6262.0,5657.0,114.0,100%,100%,15.5,,,$87,1.0,2019-10-29,2020-01-25,2020-02-29,,2020-01-25,2.0,2020-02-29,105.0,126.0,2020-05-06,Cargada Ma,105.0,2020-02-29,126.0,1.0,2019-10-30,35.4,,2020-10-08,6262.0,5657.0,,,,,114.0,100%,100%,$20.000,,,,,2020-06-13,16.6,,,,,2020-12-07,2592,2592,,900115000827253.0,,,,238(He:Rp),,,,,,2019/10 (octubre),2020/12 (diciembre),PR,Lac,12.0,2a5m,482.0,2020-10-17,,,,,3 >200,45.0,23.0,4464.0,19.6,19.6,5.0,1226.0,0.301,0.275,,,,,,,86,6759.0,5957.0,108.0,,,14.0,0.0,0.0,0,0,0,0,123.0,2.0,238,,,14,+14% /Prom,14,+14% /Prom,8,+8% /Prom,2020-10-20,41,108.88,108.88 Lt. Mes,357,357 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,405 Días,PARAI,PARAI
ISLA,,PARAI,,2593                ,,,HO,He:Rp,90,1685,1685,3a1m,PR/Lac,2017-05-16,35.0,2017-05-17,35.5,0.47600000000000003,2018-11-16,469.0,0.7909999999999999,0.7909999999999999,,,,,,,500.0,,500.0,,0.45,,383,1,35.0,35.5,$55.000,,,6032.0,5725.0,115.0,100%,100%,15.7,,,$87,1.0,2019-10-30,2019-12-25,2020-02-08,,2019-12-25,2.0,2020-02-08,104.0,147.0,2020-04-08,Cargada Ma,104.0,2020-02-08,147.0,1.0,2019-10-31,35.5,$55.000,2020-09-17,6032.0,5725.0,,,,,115.0,100%,100%,$20.000,,,,,2020-06-13,17.9,,,,,2020-11-16,2593,2593,,900115000827268.0,,,,M-2593-1(Ma:Rp),,,,,,2019/10 (octubre),2020/11 (noviembre),PR,Lac,5.0,2a5m,484.0,2020-10-18,,,,,3 >200,77.0,23.5,4422.0,19.5,19.5,5.0,1218.0,0.27899999999999997,0.275,,,,,,,54,7108.0,6977.0,122.0,,,14.0,0.0,0.0,0,0,0,0,101.0,3.0,,,,15,+15% /Prom,15,+15% /Prom,22,+22% /Prom,2020-10-20,41,107.85,107.85 Lt. Mes,356,356 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,383 Días,PARAI,PARAI
ISLA,,HO.JU,,2600                ,,,HO,He:Rp,80,1995,1995,3a1m,PR/Horra,2017-05-30,35.0,2017-05-31,35.7,0.7140000000000001,2019-07-05,485.0,0.5870000000000001,0.5870000000000001,,,,,,,500.0,,500.0,,0.46299999999999997,,350,0,,,,,,2825.0,2825.0,62.0,100%,100%,8.1,,,,1.0,2019-08-12,2019-09-05,2019-10-19,,2019-10-19,1.0,2019-10-19,105.0,259.0,2019-12-18,Cargada,105.0,2019-10-19,259.0,,2019-08-13,,,2020-05-15,2825.0,2825.0,,,,,62.0,100%,100%,,,,,,2020-04-30,7.2,,,,,2020-07-27,2600,2600,,900115000827222.0,,,,,,,,,,2019/08 (agosto),2020/07 (julio),PR,Horra,5.0,2a2m,437.0,2020-07-31,,,,1.0,3 >200,79.0,14.1,2825.0,10.8,10.8,0.0,492.0,0.0,0.174,73.0,73.0,,,,,69,2584.0,2579.0,79.0,,,17.0,0.0,0.0,0,0,0,0,68.0,2.5,,,,-38,-38% /Prom,-38,-38% /Prom,-21,-21% /Prom,2020-10-20,40,70.62,70.62 Lt. Mes,435,435 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,350 Días,HO.JU,HO.JU
RC,,R 2,,2601                ,,,HO,He:Rp,85,1932,1932,3a1m,Ca/Lac,2017-05-23,35.0,2017-05-24,35.2,0.214,2018-11-16,381.0,0.639,0.638,,,,,,,500.0,,500.0,,0.45299999999999996,,0,1,35.0,35.4,,,,,5220.0,102.0,100%,100%,7.3,,,$205,1.0,2019-11-17,2019-11-28,2020-06-18,,2020-01-23,1.0,2020-01-23,108.0,163.0,2020-04-08,Cargada He,,,,1.0,2019-11-18,35.4,,,5220.0,5220.0,,,,,102.0,100%,100%,$45.000,,,,,2020-06-13,17.6,,,,,,2601,2601,,900115000827223.0,,,,252(He:Rp),,,,,,2019/11 (noviembre),,Ca,Lac,5.0,2a5m,489.0,2020-11-05,,,2020-06-06,1.0,3 >200,59.0,20.1,3650.0,17.5,17.5,5.0,1101.0,0.284,0.302,,,,,,,69,6445.0,6188.0,109.0,,,13.0,0.0,0.0,0,0,0,0,,2.0,252,,,2,+2% /Prom,2,+2% /Prom,9,+9% /Prom,2020-10-20,40,91.25,91.25 Lt. Mes,338,338 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,0 Días,R 2,R 2
ISLA,,PARAI,,2602                ,,,HO,He:Rp,90,1484,1484,3a1m,PR/Lac,2017-05-26,35.0,2017-05-27,35.7,0.727,2018-11-16,391.0,0.66,0.66,,,,,,,500.0,,500.0,,0.45399999999999996,,398,1,35.0,35.5,,,,6907.0,6322.0,128.0,100%,100%,17.4,,,$197,1.0,2019-11-26,2019-12-29,2020-03-21,,2020-01-25,3.0,2020-03-21,106.0,105.0,2020-05-20,Cargada He,106.0,2020-03-21,105.0,1.0,2019-11-27,35.5,,2020-10-29,6907.0,6322.0,,,,,128.0,100%,100%,$40.000,,,,,2020-06-13,20.0,,,,,2020-12-28,2602,2602,,900115000827261.0,,,,254(He:Rp),,,,,,2019/11 (noviembre),2020/12 (diciembre),PR,Lac,5.0,2a6m,492.0,2020-11-14,,,,,3 >200,66.0,24.6,4375.0,21.9,21.9,7.0,1296.0,0.35,0.29600000000000004,,,,,,,67,5700.0,5480.0,96.0,,,12.0,0.0,0.0,0,0,0,0,116.0,3.0,,,,28,+28% /Prom,28,+28% /Prom,-4,-4% /Prom,2020-10-20,40,109.38,109.38 Lt. Mes,329,329 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,398 Días,PARAI,PARAI
RC,,R 2,,2604                ,,,HO,He:Rp,88,1969,1969,3a1m,Ser/Lac,2017-05-28,35.0,2017-05-29,35.5,0.535,2018-11-16,368.0,0.62,0.62,,,,,,,500.0,,500.0,,0.455,,0,1,35.0,,,,,4884.0,4884.0,100.0,100%,100%,10.8,,,$374,1.0,2019-12-25,2020-02-13,2020-05-29,,2020-03-07,5.0,2020-05-29,80.0,36.0,,,,,,1.0,2019-12-26,,,,4884.0,4884.0,,,,,100.0,100%,100%,$64.000,,,,,2020-06-13,15.8,,,,,,2604,2604,,900115000827218.0,,,,M-2604-1(Ma:Ceb),,,,,,2019/12 (diciembre),,Ser,Lac,,2a6m,500.0,2020-12-13,,,,,2 101-200,50.0,19.3,2941.0,17.2,17.2,5.0,791.0,0.316,0.26899999999999996,,,,,,,,2831.0,2831.0,77.0,,,11.0,0.0,0.0,0,0,0,0,,5.0,,,,0,+0% /Prom,0,+0% /Prom,-23,-23% /Prom,2020-10-20,40,73.53,73.53 Lt. Mes,300,300 DIM,2do Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,0 Días,R 2,R 2
ISLA,,PARAI,,2606                ,,,HO,He:Rp,85,1968,1968,3a1m,Nc/Lac,2017-05-30,35.0,2017-05-31,35.8,0.765,2018-11-16,436.0,0.75,0.75,,,,,,,500.0,,500.0,,0.461,,236,1,35.0,35.4,,0.15,,4721.0,4721.0,101.0,100%,100%,15.7,,,,2.0,2020-05-22,,,,,0.0,,,,,,,,,,2020-05-23,,,,4895.0,4895.0,,,,,88.0,100%,100%,,,,,,2020-06-13,17.4,,,,,,2606,2606,,900115000827245.0,,,,,,,,,,2020/05 (mayo),,Nc,Lac,16.0,2a3m,461.0,2021-05-11,,,,,1 0-100,8.0,18.3,415.0,18.9,19.2,5.0,110.0,0.287,0.265,,,,,,,69,8984.0,8775.0,154.0,,,16.0,0.0,0.0,0,0,0,0,62.0,1.0,224,,,1,+1% /Prom,-12,-12% /Prom,54,+54% /Prom,2020-10-20,40,10.38,10.38 Lt. Mes,151,151 DIM,1er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,236 Días,PARAI,PARAI
ISLA,,PARAI,,2608                ,,,HO,He:Rp,96,2102,2102,3a0m,PR/Lac,2017-06-07,35.0,2017-06-08,35.1,0.1,2019-03-28,430.0,0.6,0.599,,,,,,,500.0,,500.0,,0.45899999999999996,,391,1,35.0,35.6,,,,4070.0,3832.0,79.0,100%,100%,10.4,,,,1.0,2019-10-08,2019-12-12,2020-01-25,,2019-12-12,2.0,2020-01-25,104.0,161.0,2020-04-08,Cargada,104.0,2020-01-25,161.0,1.0,2019-10-09,35.6,,2020-09-03,4070.0,3832.0,,,,,79.0,100%,100%,,,,,,2020-06-13,9.6,,,,,2020-11-02,2608,2608,,900115000827266.0,,,,218(He:Rp),,,,,,2019/10 (octubre),2020/11 (noviembre),PR,Lac,23.0,2a4m,462.0,2020-09-26,,,,,3 >200,52.0,16.5,3329.0,13.4,13.4,0.0,725.0,0.0,0.218,,,,,,,85,7605.0,6387.0,118.0,,,16.0,0.0,0.0,0,0,0,0,109.0,1.5,218,,,-21,-21% /Prom,-21,-21% /Prom,18,+18% /Prom,2020-10-20,40,83.22,83.22 Lt. Mes,378,378 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,391 Días,PARAI,PARAI
ISLA,,PARAI,,2610                ,,,HO,He:Rp,90,4238,4238,3a0m,PR/Lac,2017-06-06,35.0,2017-06-07,35.6,0.59,2018-11-16,361.0,0.617,0.617,,,,,,,500.0,,500.0,,0.45899999999999996,,389,1,35.0,35.5,,,,4724.0,4453.0,90.0,100%,100%,12.1,,,,1.0,2019-09-27,2019-10-27,2020-01-12,,2019-11-30,2.0,2020-01-12,105.0,174.0,2020-03-25,Cargada,105.0,2020-01-12,174.0,1.0,2019-09-28,35.5,,2020-08-21,4724.0,4453.0,,,,,90.0,100%,100%,,,,,,2020-06-13,11.6,,,,,2020-10-20,2610,2610,,900115000827239.0,,,,M-2610-1(Ma:Rp),,,,,,2019/09 (septiembre),2020/10 (octubre),PR,Lac,5.0,2a3m,457.0,2020-09-15,,,,,3 >200,33.0,19.3,3966.0,15.3,15.3,1.0,875.0,0.086,0.221,,,,,,,98,5894.0,5658.0,98.0,,,16.0,0.0,0.0,0,0,0,0,107.0,1.5,,,,-10,-10% /Prom,-10,-10% /Prom,-2,-2% /Prom,2020-10-20,40,99.15,99.15 Lt. Mes,389,389 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,389 Días,PARAI,PARAI
ISLA,,PARAI,,2612                ,,,HO,He:Rp,90,1443,1443,3a0m,PR/Lac,2017-06-27,35.0,2017-06-28,35.4,0.45,2019-01-31,375.0,0.583,0.583,,,,,,,500.0,,500.0,,0.46799999999999997,,420,1,35.0,,,,,3731.0,3276.0,66.0,100%,100%,8.9,,,$124,1.0,2019-11-18,2020-01-25,2020-04-04,,2020-01-25,3.0,2020-04-04,,91.0,2020-06-03,Cargada Ma,,2020-04-04,91.0,1.0,2019-11-19,,,2020-11-12,3731.0,3276.0,,,,,66.0,100%,100%,$26.156,,,,,2020-06-13,9.5,,,,,2021-01-11,2612,2612,,900115000827303.0,,,,M-2612-1(Ma:Rp),,,,,,2019/11 (noviembre),2021/01 (enero),PR,Lac,5.0,2a4m,472.0,2020-11-06,,,,,3 >200,25.0,15.4,2419.0,11.6,11.6,0.0,468.0,0.0,0.193,,,,,,,62,6582.0,5982.0,102.0,,,13.0,0.0,0.0,0,0,0,0,138.0,2.0,,,,-34,-34% /Prom,-34,-34% /Prom,2,+2% /Prom,2020-10-20,39,62.03,62.03 Lt. Mes,337,337 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,420 Días,PARAI,PARAI
ISLA,,HO.JU,,2613                ,,,HO,He:Rp,88,1897,1897,3a0m,Nc/Horra,2017-06-24,35.0,2017-06-25,35.5,0.512,2018-11-16,416.0,0.748,0.747,,,,,,,500.0,,500.0,,0.466,,0,0,,,,,,3421.0,3410.0,69.0,100%,100%,5.7,,,$62,1.0,2019-07-30,2019-10-04,2020-04-03,,2019-10-04,7.0,2020-04-03,1.0,92.0,2020-05-06,Positivo,,,,,2019-07-31,,,2020-05-30,3421.0,3410.0,,,,,69.0,100%,100%,$20.000,,,,,2020-05-30,11.2,,,,,,2613,2613,,900115000827305.0,,,,,,,,,,2019/07 (julio),,Nc,Horra,,2a1m,418.0,2020-07-18,,,2020-05-20,2.0,3 >200,44.0,15.5,3421.0,11.2,11.2,0.0,533.0,0.0,0.156,,,,,,,66,5236.0,4587.0,111.0,,,19.0,0.0,0.0,0,0,0,0,,3.0,,,,-31,-31% /Prom,-31,-31% /Prom,11,+11% /Prom,2020-10-20,39,87.72,87.72 Lt. Mes,448,448 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,HO.JU,HO.JU
RC,,R 2,,2614                ,,,HO,He:Rp,91,1931,1931,3a0m,PR/Lac,2017-06-29,35.0,2017-06-30,35.6,0.5870000000000001,2018-11-16,367.0,0.6579999999999999,0.657,,,,,,,500.0,,500.0,,0.469,,388,1,35.0,34.9,,,,6906.0,6455.0,127.0,100%,100%,17.8,,,,1.0,2020-01-03,2020-04-18,2020-04-18,,2020-04-18,1.0,2020-04-18,108.0,77.0,2020-06-17,Cargada He,108.0,2020-04-18,77.0,1.0,2020-01-04,34.9,,2020-11-26,6906.0,6455.0,,,,,127.0,100%,100%,,,,,,2020-06-13,22.4,,,,,2021-01-25,2614,2614,,900115000827228.0,,,,271(He:Rp),,,,,,2020/01 (enero),2021/01 (enero),PR,Lac,,2a6m,500.0,2020-12-22,,,,,2 101-200,108.0,27.1,3523.0,21.7,21.7,7.0,1002.0,0.313,0.284,,,,,,,69,7529.0,7511.0,130.0,,,11.0,0.0,0.0,0,0,0,0,106.0,3.0,271,,,27,+27% /Prom,27,+27% /Prom,30,+30% /Prom,2020-10-20,39,90.33,90.33 Lt. Mes,291,291 DIM,2do Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,388 Días,R 2,R 2
RC,,R 2,,2615                ,,,HO,He:Rp,91,1947,1947,3a0m,PR/Lac,2017-06-29,35.0,2017-06-30,35.3,0.298,2018-11-16,347.0,0.618,0.618,,,,,,,500.0,,500.0,,0.469,,455,1,35.0,,,,,7502.0,5276.0,102.0,100%,100%,16.5,,,$368,1.0,2019-11-19,2020-02-25,2020-05-10,,2020-02-25,3.0,2020-05-10,17.0,55.0,2020-06-17,Positivo,17.0,2020-05-10,55.0,1.0,2019-11-20,,,,7502.0,5276.0,,,,,102.0,100%,100%,$77.584,,,,,2020-06-13,18.5,,,,,2021-02-16,2615,2615,,900115000827272.0,,,,M-2615-1(Ma:Rp),,,,,,2019/11 (noviembre),2021/02 (febrero),PR,Lac,5.0,2a4m,500.0,2020-11-07,,,,,3 >200,73.0,21.2,3592.0,17.4,17.4,5.0,1057.0,0.27,0.294,,,,,,,69,6966.0,6882.0,121.0,,,13.0,0.0,0.0,0,0,0,0,173.0,3.0,,,,2,+2% /Prom,2,+2% /Prom,21,+21% /Prom,2020-10-20,39,92.1,92.1 Lt. Mes,336,336 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,455 Días,R 2,R 2
ISLA,,HO.JU,,2616                ,,,HO,He:Rp,94,1545,1545,3a0m,PR/Horra,2017-06-29,35.0,2017-06-30,35.3,0.289,2018-11-16,389.0,0.7020000000000001,0.701,,,,,,,500.0,,500.0,,0.474,,446,0,,,,,,3035.0,3035.0,61.0,100%,100%,6.8,,,$93,1.0,2019-07-18,2019-07-31,2019-12-29,,2019-09-10,4.0,2019-12-29,1.0,188.0,2020-03-11,Cargada,1.0,2019-12-29,188.0,,2019-07-19,,,2020-05-15,3035.0,3035.0,,,,,61.0,100%,100%,$30.000,,,,,2020-04-30,9.9,,,,,2020-10-06,2616,2616,,900115000827227.0,,,,,,,,,,2019/07 (julio),2020/10 (octubre),PR,Horra,,2a0m,410.0,2020-07-06,,,,,3 >200,28.0,14.5,3035.0,10.6,10.6,0.0,484.0,0.0,0.159,144.0,144.0,,,,,45,5081.0,4225.0,83.0,,,18.0,0.0,0.0,0,0,0,0,164.0,3.0,,,,-39,-39% /Prom,-39,-39% /Prom,-17,-17% /Prom,2020-10-20,39,77.82,77.82 Lt. Mes,460,460 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,446 Días,HO.JU,HO.JU
