Fecha,Id,Evento,Resultado,Categorías,Toro,Operario,Comentarios,Evento(0)
2017-12-05,1730,DPR,Cargada,,80,,,0
2017-12-05,4281,MASSB,,PD2,,,,0
2017-12-05,1968,DPR,Cargada,,6,,,0
2017-12-05,1389,ECOGR,Dudoso,,,,getar reex,0
2017-12-05,1172,DPSEC,Positivo,,,,,0
2017-12-05,1228,EXREP,O. LISOS,,,,recomienda perfil hepatico sofomax + debonyx,0
2017-12-05,1668,ECO2,Negativo,,,,,0
2017-12-05,4258,MASSB,,ADP,,,,0
2017-12-05,1847,ECO2,Positivo,,,,,0
2017-12-05,679,MASSB,,AD3/AIP/PD2/PI3,,,,0
2017-12-05,1955,ECO2,Positivo,,,,,0
2017-12-05,2459,ECOGR,Negativo,,,,sv,0
2017-12-05,1435,DPR,Cargada,,80,,,0
2017-12-05,1737,EXREP,INR,,,,,0
2017-12-05,1632,MASSB,,AI2,,,,0
2017-12-05,2025,MASSB,,AIP,,,,0
2017-12-05,1188,DPSEC,Positivo,,,,,0
2017-12-05,1873,DPR,Cargada,,1,,,0
2017-12-05,9158,DPR,Cargada,,6,,,0
2017-12-05,1954,MASSB,,ADP/AI2/PD2/PI2,,,,0
2017-12-05,1406,1PAR,>,M,90,,,0
2017-12-05,1987,EXREP,O. LISOS,,,,tonificar,0
2017-12-05,1166,DPR,Cargada,,92,,,0
2017-12-05,1370,ECOGR,Dudoso,,,,reex,0
2017-12-05,1845,MASSB,,AD1/AI1/PD3/PI2,,,,0
2017-12-05,1813,DPR,Cargada,,80,,,0
2017-12-05,1734,ECOGR,Positivo,,1,,,0
2017-12-05,1514,2SER,Repetir,Inseminación,7,FERNANDO,15:00,0
2017-12-05,2050,EXREP,INR,,,,,0
2017-12-05,2050,CA,>,,,,,0
2017-12-05,1201,2SER,Repetir,Inseminación,1,NELSON,6:00 OVSYN,0
2017-12-05,1820,ECOGR,Negativo,,,,fod foi sv,0
2017-12-05,2017,EXREP,SINCRONIZAR,,,,,0
2017-12-05,1668,EXREP,CLI,,,,fod - lactoinduccion-,0
2017-12-05,1816,EXREP,INR,,,,clod,0
2017-12-05,1989,EXREP,CLI,,,,ett sv,0
2017-12-05,9145,EXREP,F2I,,,,sv,0
2017-12-05,1328,EXREP,O. LISOS,,,,debonyx,0
2017-12-05,1527,MASSB,,ADP,,,,0
2017-12-05,1677,ECOGR,Positivo,,6,,,0
2017-12-05,1737,VAREP,,,,,,0
2017-12-05,1854,DP5,Cargada,,,,,0
2017-12-05,1697,ECOGR,Positivo,,1,,,0
2017-12-05,9141,DPR,Cargada,,80,,,0
2017-12-05,1573,EXREP,SINCRONIZAR,,,,devonyx repetir 5 enero /,0
2017-12-05,4238,2SER,Repetir,Inseminación,1,NELSON,6:05 OVSYN,0
2017-12-05,1713,ECOGR,Negativo,,,,2b oxi,0
2017-12-05,1692,MASSB,,PI1,,,,0
2017-12-05,1940,EXREP,SINCRONIZAR,,,,,0
2017-12-05,1568,VAREP,,,,,,0
2017-12-05,1568,EXREP,FOI,,,,sv a su tiempo,0
2017-12-05,1878,DP5,Cargada,,,,poco liquido gestavecrex,0
2017-12-05,1979,EXREP,FOI,,,,fod sv,0
2017-12-05,1872,ECO2,Positivo,,,,,0
2017-12-05,1890,EXREP,SINCRONIZAR,,,,foi sincronizar dispositivo,0
2017-12-05,8040,EXREP,METRITIS,,,,rilexine 30x4 sincrocio repetir 17,0
2017-12-05,1157,EXREP,SINCRONIZAR,,,,dispositivo - 3b oxi-,0
2017-12-05,1735,DP5,Cargada,,,,,0
2017-12-05,8017,MASSB,,PIP,,,,0
2017-12-05,1735B,EXREP,FOI,,,,CLD,0
2017-12-05,1649,VAREP,,,,,,0
2017-12-05,1649,EXREP,SUCIA,,,,2b microdine- sincrocio repetir 17,0
2017-12-05,8223,DP5,Cargada,,,,,0
2017-12-05,1817,DPR,Cargada,,80,,,0
2017-12-05,1759B,VAREP,,,,,,0
2017-12-05,2038,MASSB,,PIP,,,,0
2017-12-05,1957,DPR,Cargada,,3,,,0
2017-12-05,1484,MASSB,,ADP,,,,0
2017-12-05,1598,EXREP,SUCIA,,,,sincrocio rep 17,0
2017-12-05,1488,EXREP,CLD,,,,ett sv,0
2017-12-05,1262,EXREP,O. LISOS,,,,tonificar dovenix,0
2017-12-05,1891,DP5,Cargada,,,,,0
2017-12-05,2056,MASSB,,AIP,,,,0
2017-12-05,7132,MASSB,,AI1/PI1,,,,0
2017-12-05,1866,EXREP,CLI,,,,ett sv,0
2017-12-05,1601,DPSEC,Positivo,,,,,0
2017-12-05,6037,ECOGR,Negativo,,,,fod foi sv 1b metricure,0
2017-12-05,1624,ECO2,Positivo,,,,,0
2017-12-05,8093,DP5,Cargada,,,,,0
2017-12-05,1714,ECO2,Positivo,,,,,0
2017-12-05,8029,ECO2,Positivo,,,,,0
2017-12-05,1366,DP5,Cargada,,,,,0
2017-12-05,1810,EXREP,SUCIA,,,,descarte,0
2017-12-05,1668,REABS,0,,,,,0
2017-12-05,9122,ECO2,Positivo,,,,,0
2017-12-05,30B,MASSB,,PD1,,,,0
2017-12-05,1571,EXREP,F2D,,,,gestar sv al celo,0
2017-12-05,6054,EXREP,SV,,,,cli ett sv,0
2017-12-05,1486,DPR,Cargada,,3,,,0
2017-12-05,1579,DP5,Cargada,,,,,0
2017-12-05,1177,EXREP,SUCIA,,,,cg2 - sincrocio y grafoleon - 2 b oxi - dpc,0
2017-12-05,4196,1PAR,>,M,1,,,0
2017-12-05,1682,EXREP,CLI,,,,ett sv,0
2017-12-05,1887,DP5,Cargada,,,,,0
2017-12-05,1787B,ECOGR,Negativo,,,,cloi ett sv,0
2017-12-05,1967,ECOGR,Negativo,,,,foi cld ett sv,0
2017-12-05,8227,EXREP,INR,,,,reex,0
2017-12-05,8104,EXREP,O. LISOS,,,,tonificar complelan,0
2017-12-05,1540,DPR,Cargada,,3,,,0
2017-12-05,9156,EXREP,INR,,,,,0
2017-12-05,1782B,ECO2,Positivo,,,,,0
2017-12-05,1232,ECOGR,Positivo,,6,,,0
2017-12-05,25B,MASSB,,ADP,,,,0
2017-12-05,2058,DPR,Cargada,,1,,,0
2017-12-05,1251,VAREP,,,,,,0
2017-12-05,1723,EXREP,CLD,,,,2b expiramicina 25x5 pendiente,0
2017-12-05,1759B,EXREP,CG1,,,,fod  doi sincrocio repetir 17 - 2b oxi despues del 17,0
2017-12-05,2474,EXREP,SINCRONIZAR,,,,dispositivo - tonificar,0
2017-12-05,1731,DPR,Cargada,,3,,,0
2017-12-05,1875,DP5,Cargada,,,,,0
2017-12-05,9156,VAREP,,,,,,0
2017-12-05,1757B,MASSB,,PD4,,,,0
2017-12-05,1869,DPR,Cargada,,6,,,0
2017-12-04,2049,2SER,Repetir,Inseminación,1,RAFAEL,,0
2017-12-04,8091,MUER,,,,,PARO CARDIACO RE 1309,0
2017-12-04,1251,CA,>,,,,,0
2017-12-04,1812,2SER,Repetir,Inseminación,1,FERNANDO,16:00,0
2017-12-04,1629,2SER,Repetir,Inseminación,8,RAFAEL,se uso dispositivo?,0
2017-12-04,1152,2SER,Repetir,Inseminación,7,FERNANDO,15:00,0
2017-12-04,4258,2SER,Repetir,Inseminación,1,NELSON,5:45 gestar,0
2017-12-04,1119,2SER,Repetir,Inseminación,1,RAFAEL,,0
2017-12-04,1597,CA,>,,,,,0
2017-12-03,1607,CA,>,,,,,0
2017-12-03,1235,2SER,Repetir,Inseminación,7,NELSON,5:00,0
2017-12-03,2026,VEN,,Reproduccion,,,G,0
2017-12-03,7132,1PAR,>,M,,,SE DEJO,0
2017-12-03,1525,MUER,,Muerte repentina,,,leucosis,0
2017-12-03,1633,1PAR,>,M.MUERT,2,,,0
2017-12-03,1827,1PAR,>,H,93,,,0
2017-12-02,246J,2SER,Repetir,Inseminación,1,NELSON,15:30,0
2017-12-02,1966,1PAR,>,H,1,,SE LA COMIO GARY,0
2017-12-02,8218,1PAR,>,H,1,,,0
2017-12-02,1638,2SER,Repetir,Inseminación,1,NELSON,15:50,0
2017-12-02,1636,1PAR,>,H,98,,,0
2017-12-02,8091,1PAR,>,M,1,,SE DEJO,0
2017-12-01,8215,1PAR,>,H,1,,,0
2017-12-01,1808,2SER,Repetir,Inseminación/Sincronizada,7,RAFAEL,,0
2017-12-01,1956,2SER,Repetir,Inseminación,1,RAFAEL,,0
2017-12-01,1928,SEC,,,,,,0
2017-12-01,1634,1PAR,>,M,93,,,0
2017-11-30,264J,SEC,,,,,,0
2017-11-30,1874,LACTO,,ELANCO,,,,0
2017-11-30,1693,SEC,,,,,,0
2017-11-30,1638,COJ,,,,,,0
2017-11-30,7177,2SER,Repetir,Inseminación,8,RAFAEL,15:00,0
2017-11-30,1169,SEC,,,,,,0
2017-11-30,1430,LACTO,,ELANCO,,,,0
2017-11-30,1829,LACTO,,ELANCO,,,,0
2017-11-30,9195,LACTO,,ELANCO,,,,0
2017-11-30,250J,SEC,,,,,,0
2017-11-30,1196,LACTO,,ELANCO,,,,0
2017-11-30,252J,SEC,,,,,,0
2017-11-30,1796,SEC,,,,,,0
2017-11-30,1880,LACTO,,ELANCO,,,,0
2017-11-30,1701,LACTO,,ELANCO,,,,0
2017-11-30,1484,LACTO,,ELANCO,,,,0
2017-11-30,071,SEC,,,,,,0
2017-11-30,4233,LACTO,,ELANCO,,,,0
2017-11-30,2052,2SER,Repetir,Inseminación/Sincronizada,1,RAFAEL,16:30,0
2017-11-30,1685,LACTO,,ELANCO,,,,0
2017-11-30,1684,SEC,,,,,,0
2017-11-30,1763B,LACTO,,ELANCO,,,,0
2017-11-30,1794B,SEC,,,,,,0
2017-11-30,1660,LACTO,,ELANCO,,,,0
2017-11-30,4279,1PAR,>,M,1,,,0
2017-11-30,1750B,LACTO,,ELANCO,,,,0
2017-11-30,1242,SEC,,,,,,0
2017-11-30,1895,LACTO,,ELANCO,,,,0
2017-11-30,1860,LACTO,,ELANCO,,,,0
2017-11-30,1821,LACTO,,ELANCO,,,,0
2017-11-30,1720,LACTO,,ELANCO,,,,0
2017-11-30,1770,LACTO,,ELANCO,,,,0
2017-11-30,2031,SEC,,,,,,0
2017-11-30,1315,LACTO,,ELANCO,,,,0
2017-11-30,1896,LACTO,,ELANCO,,,,0
2017-11-30,1715,SEC,,,,,,0
2017-11-30,1663,LACTO,,ELANCO,,,,0
2017-11-30,1953,LACTO,,ELANCO,,,,0
2017-11-30,1786B,LACTO,,ELANCO,,,,0
2017-11-30,1920,LACTO,,ELANCO,,,,0
2017-11-30,1757B,LACTO,,ELANCO,,,,0
2017-11-30,1214,LACTO,,ELANCO,,,,0
2017-11-30,2013,SEC,,,,,,0
2017-11-30,1536,LACTO,,ELANCO,,,,0
2017-11-30,1692,LACTO,,ELANCO,,,,0
2017-11-30,1791B,SEC,,,,,,0
2017-11-30,1742B,LACTO,,ELANCO,,,,0
2017-11-30,1253,LACTO,,ELANCO,,,,0
2017-11-30,9101,SEC,,,,,,0
2017-11-30,6039,LACTO,,ELANCO,,,,0
2017-11-30,1207,SEC,,,,,,0
2017-11-30,7079,SEC,ph Urinario,,,,,0
2017-11-30,8017,LACTO,,ELANCO,,,,0
2017-11-30,262J,SEC,,,,,,0
2017-11-30,40614,SEC,,,,,,0
2017-11-30,1247,1PAR,>,H,80,,,0
2017-11-30,1071,2SER,Repetir,Inseminación/Toro,80,,sv 1 15:00,0
2017-11-30,1374,SEC,,,,,,0
2017-11-30,244J,LACTO,,ELANCO,,,,0
2017-11-30,1043,LACTO,,ELANCO,,,,0
2017-11-30,1152,2SER,Repetir,Inseminación/Sincronizada,7,RAFAEL,16:00,0
2017-11-30,1540,SEC,,,,,,0
2017-11-30,1905,SEC,,,,,,0
2017-11-30,2483,SEC,,,,,,0
2017-11-30,1951,LACTO,,ELANCO,,,,0
2017-11-30,1836,SEC,,,,,,0
2017-11-30,1864,LACTO,,ELANCO,,,,0
2017-11-30,1148,SEC,,,,,,0
2017-11-30,1881,2SER,Repetir,Inseminación,1,NELSON,16:00 sv gestar,0
2017-11-30,1857,LACTO,,ELANCO,,,,0
2017-11-30,1117,SEC,,,,,,0
2017-11-30,9152,2SER,Repetir,Inseminación/Sincronizada,8,RAFAEL,16:00,0
2017-11-30,259J,SEC,,,,,,0
2017-11-30,26B,2SER,Repetir,Inseminación/Sincronizada,8,RAFAEL,16:15,0
2017-11-30,1186,SEC,,,,,,0
2017-11-30,1550,SEC,,,,,,0
2017-11-30,1931,LACTO,,ELANCO,,,,0
2017-11-29,1695,2SER,Repetir,Inseminación,1,RAFAEL,14:30,0
2017-11-29,1725B,1PAR,>,M,2,,,0
2017-11-29,8227,1PAR,>,M,80,,,0
2017-11-29,1939,2SER,Repetir,Inseminación,8,RAFAEL,9:00,0
2017-11-29,9040,MASSB,,PI4,,,podrida se mando hacer cultivo,0
2017-11-29,1791,2SER,Repetir,Inseminación,1,RAFAEL,16:00,0
2017-11-29,1179,VEN,,Accidente,,,descaderada,0
2017-11-28,1686,1PAR,>,H,93,,,0
2017-11-28,1950,1PAR,>,H,91,,,0
2017-11-28,1632,2SER,Repetir,Inseminación,1,NELSON,,0
2017-11-28,1771,2SER,Repetir,Inseminación,1,NELSON,6:00 gestar,0
2017-11-28,1051,2SER,Repetir,Inseminación,7,RAFAEL,4:00,0
2017-11-28,1329,2SER,Repetir,Inseminación,7,RAFAEL,,0
2017-11-28,1183,2SER,Repetir,Inseminación,7,RAFAEL,4:00,0
2017-11-28,1587,2SER,Repetir,Inseminación,7,RAFAEL,4:00,0
2017-11-28,2047,2SER,Repetir,Inseminación,7,NELSON,6:00,0
2017-11-26,1858,CA,>,,,,,0
2017-11-26,8176,1PAR,>,H,1,,,0
2017-11-26,2498,2SER,Repetir,Inseminación,7,NELSON,,0
2017-11-26,1690,2SER,Repetir,Inseminación,7,NELSON,5:30,0
2017-11-26,9194,CA,>,,,,,0
2017-11-26,1932,2SER,Repetir,Inseminación,1,NELSON,4:00,0
2017-11-26,1758,1PAR,>,M,2,,,0
2017-11-26,1851,1PAR,>,M/Pretérmino,,,,0
2017-11-25,1984,1PAR,>,ABORTO,2,,,0
2017-11-25,9194,CA,>,,,,,0
2017-11-25,4271,1PAR,>,H,1,,,0
2017-11-25,1450,1PAR,>,H,1,,,0
2017-11-25,1897,VEN,,Accidente,,,descuadrilada rec 1307,0
2017-11-25,2007,2SER,Repetir,Inseminación/Toro,80,,sv 1,0
2017-11-25,9190,1PAR,>,M.MUERT,1,,,0
2017-11-25,1913,2SER,Repetir,Inseminación,8,RAFAEL,16:00,0
2017-11-25,1882,2SER,Repetir,Inseminación,1,NELSON,6:00,0
2017-11-25,241J,1PAR,>,ABORTO,,,,0
2017-11-25,1576,2SER,Repetir,Inseminación,8,RAFAEL,6:00,0
2017-11-24,1192,2SER,Repetir,Inseminación,7,RAFAEL,15:20,0
2017-11-24,1427,1PAR,>,M,2,,,0
2017-11-24,1598,CA,>,,,,,0
2017-11-24,1877,2SER,Repetir,Inseminación/Ovsynch,1,NELSON,6:00,0
2017-11-24,8100,2SER,Repetir,Inseminación,8,RAFAEL,14:30,0
2017-11-24,19B,2SER,Repetir,Inseminación/Ovsynch,1,NELSON,6:00,0
2017-11-24,1897,2SER,Repetir,Inseminación/Ovsynch,1,NELSON,6:05,0
2017-11-24,1134,2SER,Repetir,Inseminación/Toro,80,,sv 1,0
2017-11-24,1868,2SER,Repetir,Inseminación/Toro,80,,sv 1,0
2017-11-24,071,CA,>,,,,,0
2017-11-24,1446,1PAR,>,H,2,,,0
2017-11-23,1598,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1166,LACTO,,ELANCO,,,,0
2017-11-23,1236,LACTO,,ELANCO,,,,0
2017-11-23,8234,LACTO,,ELANCO,,,,0
2017-11-23,1813,LACTO,,ELANCO,,,,0
2017-11-23,1775,LACTO,,ELANCO,,,,0
2017-11-23,1886,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,7174,2SER,Repetir,,98,,mas o menos,0
2017-11-23,1731,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1216,LACTO,,ELANCO,,,,0
2017-11-23,1779B,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1714,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,6153,LACTO,,ELANCO,,,,0
2017-11-23,1910,LACTO,,ELANCO,,,,0
2017-11-23,9141,LACTO,,ELANCO,,,,0
2017-11-23,1250,LACTO,,ELANCO,,,,0
2017-11-23,1366,LACTO,,ELANCO,,,,0
2017-11-23,1954,2SER,Repetir,Inseminación/Ovsynch,1,NELSON,6:10,0
2017-11-23,1832,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1937,LACTO,,ELANCO,,,,0
2017-11-23,070,LACTO,,ELANCO,,,,0
2017-11-23,713,LACTO,,ELANCO,,,,0
2017-11-23,1718,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,8223,LACTO,,ELANCO,,,,0
2017-11-23,2475,LACTO,,ELANCO,,,,0
2017-11-23,1883,LACTO,,ELANCO,,,,0
2017-11-23,2082,2SER,Repetir,Inseminación/Ovsynch,6,NELSON,6:00,0
2017-11-23,9151,LACTO,,ELANCO,,,,0
2017-11-23,1853,LACTO,,ELANCO,,,,0
2017-11-23,1103,1PAR,>,M,2,,,0
2017-11-23,653,LACTO,,ELANCO,,,,0
2017-11-23,1968,LACTO,,ELANCO,,,,0
2017-11-23,1425,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1271,LACTO,,ELANCO,,,,0
2017-11-23,1902,LACTO,,ELANCO,,,,0
2017-11-23,1913,LACTO,,ELANCO,,,,0
2017-11-23,1614,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1999,2SER,Repetir,Inseminación,7,NELSON,14:15,0
2017-11-23,1219,LACTO,,ELANCO,,,,0
2017-11-23,1468,LACTO,,ELANCO,,,,0
2017-11-23,1602,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1600,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1924,LACTO,,ELANCO,,,,0
2017-11-23,1840,LACTO,,ELANCO,,,,0
2017-11-23,1036,LACTO,,ELANCO,,,,0
2017-11-23,9025,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1856,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1854,LACTO,,ELANCO,,,,0
2017-11-23,1584,2SER,Repetir,Inseminación,6,RAFAEL,14:30,0
2017-11-23,1072,LACTO,,ELANCO,,,,0
2017-11-23,1736,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1603,LACTO,,ELANCO,,,,0
2017-11-23,1730,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1426,LACTO,,ELANCO,,,,0
2017-11-23,1656,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1904,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1451,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1871,LACTO,,ELANCO,,,,0
2017-11-23,77,LACTO,,ELANCO,,,,0
2017-11-23,1873,LACTO,,ELANCO,,,,0
2017-11-23,1173,LACTO,,ELANCO,,,,0
2017-11-23,1807,LACTO,,ELANCO,,,,0
2017-11-23,1645,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1145,LACTO,,ELANCO,,,,0
2017-11-23,1572,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,8099,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1014,LACTO,,ELANCO,,,,0
2017-11-23,1672,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1769,1PAR,>,M,2,,,0
2017-11-23,7115,LACTO,,ELANCO,,,,0
2017-11-23,1922,LACTO,,ELANCO,,,,0
2017-11-23,1811,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1844,LACTO,,ELANCO,,,,0
2017-11-23,1613,LACTO,,ELANCO,,,,0
2017-11-23,1671,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1153,LACTO,,ELANCO,,,,0
2017-11-23,1564,LACTO,,ELANCO,,,,0
2017-11-23,1184,LACTO,,ELANCO,,,,0
2017-11-23,1805,LACTO,,ELANCO,,,,0
2017-11-23,17B,LACTO,,ELANCO,,,,0
2017-11-23,20B,LACTO,,ELANCO,,,,0
2017-11-23,4217,2SER,Repetir,Inseminación/Ovsynch,6,NELSON,,0
2017-11-23,1579,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,21B,EXREP,RE.EX,,,,INICIO LACTOTROPINA,0
2017-11-23,1900,LACTO,,ELANCO,,,,0
2017-11-23,020,LACTO,,ELANCO,,,,0
2017-11-23,1869,LACTO,,ELANCO,,,,0
2017-11-23,1781,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1534,LACTO,,ELANCO,,,,0
2017-11-23,2035,1PAR,>,M,97,,,0
2017-11-23,1222,LACTO,,ELANCO,,,,0
2017-11-23,1267,MUER,,Fasciolasis,,,,0
2017-11-23,1735,LACTO,,ELANCO,,,,0
2017-11-23,21B,LACIN,-,,3,,,0
2017-11-23,1435,LACTO,,ELANCO,,,,0
2017-11-23,1947,LACTO,,ELANCO,,,,0
2017-11-23,1863,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1859,LACTO,,ELANCO,,,,0
2017-11-23,1710,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1878,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1891,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1957,LACTO,,ELANCO,,,,0
2017-11-23,1471,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,1523,LACTO,,ELANCO,,MANUEL,,0
2017-11-23,8093,LACTO,,ELANCO,,,,0
2017-11-23,1753,LACTO,,ELANCO,,,,0
2017-11-22,1720,DPR,Cargada,,97,,,0
2017-11-22,1857,DPR,Cargada Hembra,,5,,,0
2017-11-22,9187,EXREP,DESCARTE,,,,,0
2017-11-22,1626,DPSEC,Positivo,,,,,0
2017-11-22,1531,DPSEC,Positivo,,,,,0
2017-11-22,4238,ECOGR,Negativo,,,,ovsyn,0
2017-11-22,1763B,ECOGR,Positivo,,1,,,0
2017-11-22,2016,ECO2,Positivo,,,,,0
2017-11-22,1993,ECO2,Positivo,,,,,0
2017-11-22,1716,EXREP,INR,,,,,0
2017-11-22,1835,DPR,Vacía,,,,aborto ojo buscar sv,0
2017-11-22,1264,EXREP,SV,,,,ette 2 dic,0
2017-11-22,1419,DPSEC,Positivo,,,,,0
2017-11-22,1673,EXREP,DESCARTE,,,,,0
2017-11-22,1835,REABS,0,,,,,0
2017-11-22,1597,VAREP,,,,,,0
2017-11-22,1749B,DPR,Cargada,,1,,,0
2017-11-22,1196,ECOGR,Positivo,,1,,,0
2017-11-22,1270,2SER,Repetir,Inseminación,7,RAFAEL,14:30,0
2017-11-22,1077,ECOGR,Positivo,,1,,,0
2017-11-22,690,ECOGR,Negativo,,,,celo hoy sv ojo,0
2017-11-22,2076,DP5,Cargada,,,,,0
2017-11-22,1767B,EXREP,O. LISOS,,,,complelan,0
2017-11-22,9184,CA,>,,,,,0
2017-11-22,9094,ECO2,Positivo,,,,,0
2017-11-22,1757B,DP5,Cargada,,,,,0
2017-11-22,51262,EXREP,INR,,,,,0
2017-11-22,8149,2SER,Repetir,Inseminación,1,RAFAEL,,0
2017-11-22,679,EXREP,CLD,,,,ette,0
2017-11-22,1929,ECOGR,Negativo,,,,ME dpc ette,0
2017-11-22,1879,DPR,Cargada Hembra,,5,,,0
2017-11-22,244J,ECOGR,Positivo,,7,,,0
2017-11-22,2011,ECO2,Positivo,,,,,0
2017-11-22,1930,DPR,Cargada Hembra,,95,,,0
2017-11-22,1829,ECO2,Positivo,,,,,0
2017-11-22,9184,EXREP,INR,,,,,0
2017-11-22,9184,VAREP,,,,,,0
2017-11-22,1858,ECOGR,Dudoso,,,,poco liquido,0
2017-11-22,259J,DP5,Cargada,,,,,0
2017-11-22,1550,DPR,Cargada Hembra,,1,,,0
2017-11-22,1994,DPR,Cargada Macho,,5,,,0
2017-11-22,2014,ECOGR,Positivo,,1,,,0
2017-11-22,690,2SER,Repetir,Inseminación,1,NELSON,,0
2017-11-22,1749,EXREP,INR,,,,,0
2017-11-22,1034,ECOGR,Negativo,,,,ojo al celo,0
2017-11-22,241J,DP5,Cargada,,,,,0
2017-11-22,1023,EXREP,INR,,,,,0
2017-11-22,2054,EXREP,RETE,,,,sincrocio,0
2017-11-22,1786B,ECO2,Positivo,,,,,0
2017-11-22,8160,DPSEC,Positivo,,,,,0
2017-11-22,1702,2SER,Repetir,Inseminación,1,NELSON,14:20,0
2017-11-22,1783B,EXREP,O. LISOS,,,,complelan,0
2017-11-22,2039,EXREP,SV,,,,ojo al celo,0
2017-11-22,2056,DPR,Cargada Macho,,97,,,0
2017-11-22,1823,VAREP,,,,,,0
2017-11-22,1784B,EXREP,OVSYN,,,,cld,0
2017-11-22,1663,ECOGR,Positivo,,1,,,0
2017-11-22,2068,2SER,Repetir,Inseminación,6,NELSON,5:30,0
2017-11-22,1702,ECOGR,Negativo,,,,celo hoy ojo sv,0
2017-11-22,1999,EXREP,SV,,,,ojo celo hoy,0
2017-11-22,50809,EXREP,OVSYN,,,,,0
2017-11-22,1981,VAREP,,,,,,0
2017-11-22,2042,EXREP,SUCIA,,,,leve sucia sincrocio,0
2017-11-22,9035,EXREP,INR,,,,,0
2017-11-22,1126,ECO2,Positivo,,,,,0
2017-11-22,2047,EXREP,CLD,,,,ette sv,0
2017-11-22,1978,EXREP,SUCIA,,,,leve sincrocio,0
2017-11-22,1944,EXREP,SUCIA,,,,lev sincrocio,0
2017-11-22,1896,ECO2,Positivo,,,,,0
2017-11-22,1074,EXREP,O. LISOS,,,,complelan,0
2017-11-22,1597,EXREP,INR,,,,,0
2017-11-22,9194,EXREP,SUCIA,,,,leve sincrocio,0
2017-11-22,1923,EXREP,OVSYN,,,,,0
2017-11-22,1860,ECO2,Positivo,,,,,0
2017-11-22,1701,ECO2,Positivo,,,,,0
2017-11-22,1256,ECOGR,Dudoso,,,,poco liquido,0
2017-11-22,1150,ECO2,Positivo,,,,poco liquido reex,0
2017-11-22,1771,ECOGR,Negativo,,,,ovsyn cld,0
2017-11-22,1259,ECOGR,Positivo,,1,,,0
2017-11-22,2022,EXREP,INR,,,,,0
2017-11-22,1867,EXREP,CLD,,,,ette,0
2017-11-22,1739,EXREP,SUCIA,,,,3 b oxi sincrocio,0
2017-11-22,9195,ECOGR,Positivo,,1,,,0
2017-11-22,1727B,2SER,Repetir,Inseminación,1,NELSON,5:10,0
2017-11-22,1253,ECO2,Positivo,,,,,0
2017-11-22,1639,EXREP,SUCIA,,,,leve sincrocio,0
2017-11-22,1962,DPR,Cargada Hembra,,97,,,0
2017-11-22,1951,ECO2,Positivo,,,,,0
2017-11-22,1823,EXREP,INR,,,,,0
2017-11-22,1985,ECOGR,Negativo,,,,ovsyn,0
2017-11-22,2038,DPR,Cargada Macho,,5,,,0
2017-11-22,262J,DP5,Cargada,,,,,0
2017-11-22,1981,EXREP,INR,,,,,0
2017-11-22,1235,EXREP,CLD,,,,ette 2 dic,0
2017-11-22,1728,ECOGR,Dudoso,,,,poco liquido,0
2017-11-21,1708,2SER,Repetir,Inseminación,1,NELSON,16:00,0
2017-11-21,1201,EXREP,OVSYN,,,,cli,0
2017-11-20,1668,2SER,Repetir,Inseminación,1,RAFAEL,5:00,0
2017-11-20,1185,2SER,Repetir,Inseminación/Toro,80,,,0
2017-11-19,1960,CA,>,,,,,0
2017-11-19,40607,CA,>,,,,,0
2017-11-19,1658,2SER,Repetir,Inseminación/Toro,80,,,0
2017-11-19,1649,CA,>,,,,,0
2017-11-19,1463,CA,>,,,,,0
2017-11-19,1140,1PAR,>,M,1,,,0
2017-11-19,1396,2SER,Repetir,Inseminación,7,RAFAEL,14:30,0
